Probe_Id	Gene_Symbol
ENSMMUG00000013974	MYBL1
ENSMMUG00000018137	MYBL2
ENSMMUG00000020875	MYBPC1
ENSMMUG00000008713	MYBPH
ENSMMUG00000005811	MYBPHL
ENSMMUG00000014601	MYC
ENSMMUG00000010135	MYCBP
ENSMMUG00000021459	MYCBP2
ENSMMUG00000017242	MYCBPAP
ENSMMUG00000016223	MYCL1
ENSMMUG00000018805	MYCN
ENSMMUG00000019073	MYCT1
ENSMMUG00000000995	MYD88
ENSMMUG00000018834	MYEF2
ENSMMUG00000011336	MYEOV2
ENSMMUG00000010367	MYH11
ENSMMUG00000009759	MYH13
ENSMMUG00000001427	MYH14
ENSMMUG00000019977	MYH15
ENSMMUG00000009778	MYH2
ENSMMUG00000020084	MYH3
ENSMMUG00000009771	MYH4
ENSMMUG00000014754	MYH6
ENSMMUG00000009763	MYH8
ENSMMUG00000021847	MYL10
ENSMMUG00000019893	MYL12A
ENSMMUG00000013752	MYL12B
ENSMMUG00000014741	MYL3
ENSMMUG00000018600	MYL4
ENSMMUG00000005214	MYL6B
ENSMMUG00000015474	MYLIP
ENSMMUG00000014818	MYLK
ENSMMUG00000019786	MYLK3
ENSMMUG00000021875	MYNN
ENSMMUG00000012672	MYO10
ENSMMUG00000021231	MYO16
ENSMMUG00000009938	MYO18A
ENSMMUG00000003334	MYO18B
ENSMMUG00000013518	MYO1A
ENSMMUG00000001761	MYO1B
ENSMMUG00000014689	MYO1D
ENSMMUG00000012933	MYO1E
ENSMMUG00000008914	MYO1G
ENSMMUG00000012229	MYO3A
ENSMMUG00000016256	MYO3B
ENSMMUG00000007509	MYO5A
ENSMMUG00000003041	MYO5B
ENSMMUG00000007504	MYO5C
ENSMMUG00000005032	MYO6
ENSMMUG00000018178	MYO7A
ENSMMUG00000004177	MYO7B
ENSMMUG00000011588	MYO9B
ENSMMUG00000013649	MYOC
ENSMMUG00000013281	MYOCD
ENSMMUG00000006841	MYOF
ENSMMUG00000019892	MYOM1
ENSMMUG00000023408	MYOM2
ENSMMUG00000023052	MYOM3
ENSMMUG00000016356	MYOT
ENSMMUG00000008703	MYOZ2
ENSMMUG00000020679	MYOZ3
ENSMMUG00000028745	MYPOP
ENSMMUG00000011800	MYSM1
ENSMMUG00000002315	MYT1
ENSMMUG00000009310	MYT1L
ENSMMUG00000011374	MZB1
ENSMMUG00000017267	MZF1
ENSMMUG00000030697	MZT1
ENSMMUG00000013573	MZT2B
ENSMMUG00000018978	N4BP1
ENSMMUG00000002667	N4BP2
ENSMMUG00000007198	N4BP2L1
ENSMMUG00000007200	N4BP2L2
ENSMMUG00000017607	N4BP3
ENSMMUG00000015726	N6AMT1
ENSMMUG00000013370	N6AMT2
ENSMMUG00000000004	NA
ENSMMUG00000000009	NA
ENSMMUG00000000012	NA
ENSMMUG00000000013	NA
ENSMMUG00000000014	NA
ENSMMUG00000000022	NA
ENSMMUG00000000026	NA
ENSMMUG00000000027	NA
ENSMMUG00000000030	NA
ENSMMUG00000000034	NA
ENSMMUG00000000036	NA
ENSMMUG00000000041	NA
ENSMMUG00000000043	NA
ENSMMUG00000000047	NA
ENSMMUG00000000049	NA
ENSMMUG00000000050	NA
ENSMMUG00000000051	NA
ENSMMUG00000000052	NA
ENSMMUG00000000053	NA
ENSMMUG00000000055	NA
ENSMMUG00000000058	NA
ENSMMUG00000000061	NA
ENSMMUG00000000062	NA
ENSMMUG00000000064	NA
ENSMMUG00000000066	NA
ENSMMUG00000000068	NA
ENSMMUG00000000072	NA
ENSMMUG00000000079	NA
ENSMMUG00000000080	NA
ENSMMUG00000000081	NA
ENSMMUG00000000082	NA
ENSMMUG00000000083	NA
ENSMMUG00000000087	NA
ENSMMUG00000000088	NA
ENSMMUG00000000093	NA
ENSMMUG00000000094	NA
ENSMMUG00000000098	NA
ENSMMUG00000000099	NA
ENSMMUG00000000100	NA
ENSMMUG00000000101	NA
ENSMMUG00000000105	NA
ENSMMUG00000000109	NA
ENSMMUG00000000112	NA
ENSMMUG00000000114	NA
ENSMMUG00000000115	NA
ENSMMUG00000000116	NA
ENSMMUG00000000118	NA
ENSMMUG00000000120	NA
ENSMMUG00000000121	NA
ENSMMUG00000000127	NA
ENSMMUG00000000128	NA
ENSMMUG00000000133	NA
ENSMMUG00000000134	NA
ENSMMUG00000000142	NA
ENSMMUG00000000146	NA
ENSMMUG00000000147	NA
ENSMMUG00000000148	NA
ENSMMUG00000000154	NA
ENSMMUG00000000155	NA
ENSMMUG00000000163	NA
ENSMMUG00000000164	NA
ENSMMUG00000000166	NA
ENSMMUG00000000168	NA
ENSMMUG00000000174	NA
ENSMMUG00000000175	NA
ENSMMUG00000000178	NA
ENSMMUG00000000184	NA
ENSMMUG00000000191	NA
ENSMMUG00000000195	NA
ENSMMUG00000000198	NA
ENSMMUG00000000200	NA
ENSMMUG00000000201	NA
ENSMMUG00000000207	NA
ENSMMUG00000000209	NA
ENSMMUG00000000210	NA
ENSMMUG00000000212	NA
ENSMMUG00000000213	NA
ENSMMUG00000000214	NA
ENSMMUG00000000216	NA
ENSMMUG00000000218	NA
ENSMMUG00000000220	NA
ENSMMUG00000000221	NA
ENSMMUG00000000223	NA
ENSMMUG00000000227	NA
ENSMMUG00000000229	NA
ENSMMUG00000000233	NA
ENSMMUG00000000240	NA
ENSMMUG00000000241	NA
ENSMMUG00000000243	NA
ENSMMUG00000000244	NA
ENSMMUG00000000247	NA
ENSMMUG00000000248	NA
ENSMMUG00000000255	NA
ENSMMUG00000000256	NA
ENSMMUG00000000259	NA
ENSMMUG00000000262	NA
ENSMMUG00000000263	NA
ENSMMUG00000000268	NA
ENSMMUG00000000270	NA
ENSMMUG00000000271	NA
ENSMMUG00000000272	NA
ENSMMUG00000000274	NA
ENSMMUG00000000281	NA
ENSMMUG00000000283	NA
ENSMMUG00000000286	NA
ENSMMUG00000000292	NA
ENSMMUG00000000294	NA
ENSMMUG00000000295	NA
ENSMMUG00000000298	NA
ENSMMUG00000000299	NA
ENSMMUG00000000305	NA
ENSMMUG00000000309	NA
ENSMMUG00000000311	NA
ENSMMUG00000000316	NA
ENSMMUG00000000317	NA
ENSMMUG00000000319	NA
ENSMMUG00000000320	NA
ENSMMUG00000000322	NA
ENSMMUG00000000324	NA
ENSMMUG00000000330	NA
ENSMMUG00000000331	NA
ENSMMUG00000000333	NA
ENSMMUG00000000337	NA
ENSMMUG00000000341	NA
ENSMMUG00000000344	NA
ENSMMUG00000000346	NA
ENSMMUG00000000347	NA
ENSMMUG00000000350	NA
ENSMMUG00000000353	NA
ENSMMUG00000000355	NA
ENSMMUG00000000356	NA
ENSMMUG00000000360	NA
ENSMMUG00000000361	NA
ENSMMUG00000000369	NA
ENSMMUG00000000371	NA
ENSMMUG00000000372	NA
ENSMMUG00000000376	NA
ENSMMUG00000000379	NA
ENSMMUG00000000382	NA
ENSMMUG00000000383	NA
ENSMMUG00000000384	NA
ENSMMUG00000000397	NA
ENSMMUG00000000407	NA
ENSMMUG00000000408	NA
ENSMMUG00000000413	NA
ENSMMUG00000000414	NA
ENSMMUG00000000416	NA
ENSMMUG00000000417	NA
ENSMMUG00000000418	NA
ENSMMUG00000000419	NA
ENSMMUG00000000420	NA
ENSMMUG00000000426	NA
ENSMMUG00000000428	NA
ENSMMUG00000000431	NA
ENSMMUG00000000434	NA
ENSMMUG00000000435	NA
ENSMMUG00000000436	NA
ENSMMUG00000000439	NA
ENSMMUG00000000441	NA
ENSMMUG00000000443	NA
ENSMMUG00000000446	NA
ENSMMUG00000000447	NA
ENSMMUG00000000448	NA
ENSMMUG00000000449	NA
ENSMMUG00000000450	NA
ENSMMUG00000000451	NA
ENSMMUG00000000452	NA
ENSMMUG00000000453	NA
ENSMMUG00000000455	NA
ENSMMUG00000000456	NA
ENSMMUG00000000458	NA
ENSMMUG00000000463	NA
ENSMMUG00000000467	NA
ENSMMUG00000000471	NA
ENSMMUG00000000473	NA
ENSMMUG00000000481	NA
ENSMMUG00000000485	NA
ENSMMUG00000000488	NA
ENSMMUG00000000492	NA
ENSMMUG00000000494	NA
ENSMMUG00000000497	NA
ENSMMUG00000000501	NA
ENSMMUG00000000502	NA
ENSMMUG00000000508	NA
ENSMMUG00000000509	NA
ENSMMUG00000000520	NA
ENSMMUG00000000523	NA
ENSMMUG00000000529	NA
ENSMMUG00000000531	NA
ENSMMUG00000000532	NA
ENSMMUG00000000533	NA
ENSMMUG00000000535	NA
ENSMMUG00000000536	NA
ENSMMUG00000000539	NA
ENSMMUG00000000540	NA
ENSMMUG00000000543	NA
ENSMMUG00000000546	NA
ENSMMUG00000000547	NA
ENSMMUG00000000548	NA
ENSMMUG00000000551	NA
ENSMMUG00000000555	NA
ENSMMUG00000000558	NA
ENSMMUG00000000566	NA
ENSMMUG00000000568	NA
ENSMMUG00000000578	NA
ENSMMUG00000000584	NA
ENSMMUG00000000585	NA
ENSMMUG00000000586	NA
ENSMMUG00000000588	NA
ENSMMUG00000000592	NA
ENSMMUG00000000594	NA
ENSMMUG00000000595	NA
ENSMMUG00000000596	NA
ENSMMUG00000000598	NA
ENSMMUG00000000600	NA
ENSMMUG00000000601	NA
ENSMMUG00000000608	NA
ENSMMUG00000000612	NA
ENSMMUG00000000614	NA
ENSMMUG00000000616	NA
ENSMMUG00000000618	NA
ENSMMUG00000000619	NA
ENSMMUG00000000621	NA
ENSMMUG00000000622	NA
ENSMMUG00000000625	NA
ENSMMUG00000000626	NA
ENSMMUG00000000633	NA
ENSMMUG00000000647	NA
ENSMMUG00000000655	NA
ENSMMUG00000000657	NA
ENSMMUG00000000659	NA
ENSMMUG00000000660	NA
ENSMMUG00000000665	NA
ENSMMUG00000000668	NA
ENSMMUG00000000669	NA
ENSMMUG00000000670	NA
ENSMMUG00000000672	NA
ENSMMUG00000000673	NA
ENSMMUG00000000683	NA
ENSMMUG00000000685	NA
ENSMMUG00000000693	NA
ENSMMUG00000000698	NA
ENSMMUG00000000700	NA
ENSMMUG00000000701	NA
ENSMMUG00000000703	NA
ENSMMUG00000000704	NA
ENSMMUG00000000705	NA
ENSMMUG00000000710	NA
ENSMMUG00000000715	NA
ENSMMUG00000000716	NA
ENSMMUG00000000718	NA
ENSMMUG00000000720	NA
ENSMMUG00000000723	NA
ENSMMUG00000000724	NA
ENSMMUG00000000725	NA
ENSMMUG00000000726	NA
ENSMMUG00000000727	NA
ENSMMUG00000000728	NA
ENSMMUG00000000729	NA
ENSMMUG00000000730	NA
ENSMMUG00000000732	NA
ENSMMUG00000000733	NA
ENSMMUG00000000734	NA
ENSMMUG00000000742	NA
ENSMMUG00000000743	NA
ENSMMUG00000000744	NA
ENSMMUG00000000749	NA
ENSMMUG00000000753	NA
ENSMMUG00000000754	NA
ENSMMUG00000000757	NA
ENSMMUG00000000760	NA
ENSMMUG00000000764	NA
ENSMMUG00000000766	NA
ENSMMUG00000000768	NA
ENSMMUG00000000771	NA
ENSMMUG00000000772	NA
ENSMMUG00000000773	NA
ENSMMUG00000000774	NA
ENSMMUG00000000778	NA
ENSMMUG00000000786	NA
ENSMMUG00000000790	NA
ENSMMUG00000000793	NA
ENSMMUG00000000799	NA
ENSMMUG00000000805	NA
ENSMMUG00000000806	NA
ENSMMUG00000000810	NA
ENSMMUG00000000816	NA
ENSMMUG00000000818	NA
ENSMMUG00000000820	NA
ENSMMUG00000000821	NA
ENSMMUG00000000834	NA
ENSMMUG00000000836	NA
ENSMMUG00000000839	NA
ENSMMUG00000000842	NA
ENSMMUG00000000845	NA
ENSMMUG00000000847	NA
ENSMMUG00000000849	NA
ENSMMUG00000000851	NA
ENSMMUG00000000856	NA
ENSMMUG00000000861	NA
ENSMMUG00000000863	NA
ENSMMUG00000000864	NA
ENSMMUG00000000871	NA
ENSMMUG00000000875	NA
ENSMMUG00000000876	NA
ENSMMUG00000000877	NA
ENSMMUG00000000879	NA
ENSMMUG00000000884	NA
ENSMMUG00000000885	NA
ENSMMUG00000000889	NA
ENSMMUG00000000890	NA
ENSMMUG00000000891	NA
ENSMMUG00000000901	NA
ENSMMUG00000000913	NA
ENSMMUG00000000921	NA
ENSMMUG00000000924	NA
ENSMMUG00000000925	NA
ENSMMUG00000000926	NA
ENSMMUG00000000928	NA
ENSMMUG00000000930	NA
ENSMMUG00000000937	NA
ENSMMUG00000000951	NA
ENSMMUG00000000952	NA
ENSMMUG00000000956	NA
ENSMMUG00000000957	NA
ENSMMUG00000000958	NA
ENSMMUG00000000959	NA
ENSMMUG00000000961	NA
ENSMMUG00000000962	NA
ENSMMUG00000000968	NA
ENSMMUG00000000969	NA
ENSMMUG00000000970	NA
ENSMMUG00000000971	NA
ENSMMUG00000000974	NA
ENSMMUG00000000986	NA
ENSMMUG00000000991	NA
ENSMMUG00000000999	NA
ENSMMUG00000001001	NA
ENSMMUG00000001002	NA
ENSMMUG00000001010	NA
ENSMMUG00000001011	NA
ENSMMUG00000001017	NA
ENSMMUG00000001019	NA
ENSMMUG00000001022	NA
ENSMMUG00000001025	NA
ENSMMUG00000001027	NA
ENSMMUG00000001040	NA
ENSMMUG00000001043	NA
ENSMMUG00000001056	NA
ENSMMUG00000001064	NA
ENSMMUG00000001065	NA
ENSMMUG00000001066	NA
ENSMMUG00000001067	NA
ENSMMUG00000001068	NA
ENSMMUG00000001069	NA
ENSMMUG00000001070	NA
ENSMMUG00000001071	NA
ENSMMUG00000001072	NA
ENSMMUG00000001073	NA
ENSMMUG00000001074	NA
ENSMMUG00000001075	NA
ENSMMUG00000001077	NA
ENSMMUG00000001081	NA
ENSMMUG00000001083	NA
ENSMMUG00000001087	NA
ENSMMUG00000001089	NA
ENSMMUG00000001093	NA
ENSMMUG00000001112	NA
ENSMMUG00000001114	NA
ENSMMUG00000001116	NA
ENSMMUG00000001119	NA
ENSMMUG00000001124	NA
ENSMMUG00000001128	NA
ENSMMUG00000001133	NA
ENSMMUG00000001136	NA
ENSMMUG00000001138	NA
ENSMMUG00000001139	NA
ENSMMUG00000001140	NA
ENSMMUG00000001142	NA
ENSMMUG00000001144	NA
ENSMMUG00000001147	NA
ENSMMUG00000001155	NA
ENSMMUG00000001158	NA
ENSMMUG00000001161	NA
ENSMMUG00000001162	NA
ENSMMUG00000001165	NA
ENSMMUG00000001166	NA
ENSMMUG00000001169	NA
ENSMMUG00000001174	NA
ENSMMUG00000001175	NA
ENSMMUG00000001187	NA
ENSMMUG00000001194	NA
ENSMMUG00000001195	NA
ENSMMUG00000001196	NA
ENSMMUG00000001198	NA
ENSMMUG00000001200	NA
ENSMMUG00000001203	NA
ENSMMUG00000001204	NA
ENSMMUG00000001206	NA
ENSMMUG00000001207	NA
ENSMMUG00000001210	NA
ENSMMUG00000001211	NA
ENSMMUG00000001218	NA
ENSMMUG00000001219	NA
ENSMMUG00000001220	NA
ENSMMUG00000001221	NA
ENSMMUG00000001223	NA
ENSMMUG00000001228	NA
ENSMMUG00000001230	NA
ENSMMUG00000001232	NA
ENSMMUG00000001233	NA
ENSMMUG00000001234	NA
ENSMMUG00000001235	NA
ENSMMUG00000001236	NA
ENSMMUG00000001238	NA
ENSMMUG00000001239	NA
ENSMMUG00000001251	NA
ENSMMUG00000001252	NA
ENSMMUG00000001255	NA
ENSMMUG00000001256	NA
ENSMMUG00000001259	NA
ENSMMUG00000001262	NA
ENSMMUG00000001271	NA
ENSMMUG00000001274	NA
ENSMMUG00000001279	NA
ENSMMUG00000001281	NA
ENSMMUG00000001288	NA
ENSMMUG00000001296	NA
ENSMMUG00000001299	NA
ENSMMUG00000001301	NA
ENSMMUG00000001303	NA
ENSMMUG00000001307	NA
ENSMMUG00000001310	NA
ENSMMUG00000001311	NA
ENSMMUG00000001321	NA
ENSMMUG00000001326	NA
ENSMMUG00000001332	NA
ENSMMUG00000001334	NA
ENSMMUG00000001335	NA
ENSMMUG00000001346	NA
ENSMMUG00000001350	NA
ENSMMUG00000001353	NA
ENSMMUG00000001355	NA
ENSMMUG00000001356	NA
ENSMMUG00000001364	NA
ENSMMUG00000001366	NA
ENSMMUG00000001368	NA
ENSMMUG00000001378	NA
ENSMMUG00000001379	NA
ENSMMUG00000001380	NA
ENSMMUG00000001382	NA
ENSMMUG00000001389	NA
ENSMMUG00000001391	NA
ENSMMUG00000001401	NA
ENSMMUG00000001404	NA
ENSMMUG00000001409	NA
ENSMMUG00000001410	NA
ENSMMUG00000001411	NA
ENSMMUG00000001417	NA
ENSMMUG00000001422	NA
ENSMMUG00000001425	NA
ENSMMUG00000001426	NA
ENSMMUG00000001428	NA
ENSMMUG00000001434	NA
ENSMMUG00000001435	NA
ENSMMUG00000001437	NA
ENSMMUG00000001438	NA
ENSMMUG00000001439	NA
ENSMMUG00000001440	NA
ENSMMUG00000001441	NA
ENSMMUG00000001444	NA
ENSMMUG00000001445	NA
ENSMMUG00000001462	NA
ENSMMUG00000001465	NA
ENSMMUG00000001468	NA
ENSMMUG00000001472	NA
ENSMMUG00000001473	NA
ENSMMUG00000001477	NA
ENSMMUG00000001487	NA
ENSMMUG00000001489	NA
ENSMMUG00000001490	NA
ENSMMUG00000001491	NA
ENSMMUG00000001492	NA
ENSMMUG00000001493	NA
ENSMMUG00000001494	NA
ENSMMUG00000001495	NA
ENSMMUG00000001496	NA
ENSMMUG00000001499	NA
ENSMMUG00000001508	NA
ENSMMUG00000001510	NA
ENSMMUG00000001520	NA
ENSMMUG00000001521	NA
ENSMMUG00000001522	NA
ENSMMUG00000001540	NA
ENSMMUG00000001549	NA
ENSMMUG00000001552	NA
ENSMMUG00000001554	NA
ENSMMUG00000001555	NA
ENSMMUG00000001556	NA
ENSMMUG00000001557	NA
ENSMMUG00000001558	NA
ENSMMUG00000001577	NA
ENSMMUG00000001580	NA
ENSMMUG00000001588	NA
ENSMMUG00000001589	NA
ENSMMUG00000001591	NA
ENSMMUG00000001595	NA
ENSMMUG00000001600	NA
ENSMMUG00000001601	NA
ENSMMUG00000001620	NA
ENSMMUG00000001621	NA
ENSMMUG00000001622	NA
ENSMMUG00000001623	NA
ENSMMUG00000001624	NA
ENSMMUG00000001628	NA
ENSMMUG00000001629	NA
ENSMMUG00000001631	NA
ENSMMUG00000001632	NA
ENSMMUG00000001644	NA
ENSMMUG00000001645	NA
ENSMMUG00000001647	NA
ENSMMUG00000001648	NA
ENSMMUG00000001651	NA
ENSMMUG00000001652	NA
ENSMMUG00000001654	NA
ENSMMUG00000001656	NA
ENSMMUG00000001658	NA
ENSMMUG00000001660	NA
ENSMMUG00000001661	NA
ENSMMUG00000001671	NA
ENSMMUG00000001674	NA
ENSMMUG00000001688	NA
ENSMMUG00000001692	NA
ENSMMUG00000001695	NA
ENSMMUG00000001696	NA
ENSMMUG00000001698	NA
ENSMMUG00000001699	NA
ENSMMUG00000001703	NA
ENSMMUG00000001704	NA
ENSMMUG00000001708	NA
ENSMMUG00000001709	NA
ENSMMUG00000001710	NA
ENSMMUG00000001713	NA
ENSMMUG00000001714	NA
ENSMMUG00000001716	NA
ENSMMUG00000001719	NA
ENSMMUG00000001723	NA
ENSMMUG00000001724	NA
ENSMMUG00000001726	NA
ENSMMUG00000001728	NA
ENSMMUG00000001730	NA
ENSMMUG00000001734	NA
ENSMMUG00000001735	NA
ENSMMUG00000001736	NA
ENSMMUG00000001737	NA
ENSMMUG00000001738	NA
ENSMMUG00000001739	NA
ENSMMUG00000001741	NA
ENSMMUG00000001746	NA
ENSMMUG00000001750	NA
ENSMMUG00000001751	NA
ENSMMUG00000001759	NA
ENSMMUG00000001760	NA
ENSMMUG00000001766	NA
ENSMMUG00000001767	NA
ENSMMUG00000001770	NA
ENSMMUG00000001774	NA
ENSMMUG00000001775	NA
ENSMMUG00000001786	NA
ENSMMUG00000001789	NA
ENSMMUG00000001794	NA
ENSMMUG00000001797	NA
ENSMMUG00000001801	NA
ENSMMUG00000001804	NA
ENSMMUG00000001808	NA
ENSMMUG00000001812	NA
ENSMMUG00000001813	NA
ENSMMUG00000001814	NA
ENSMMUG00000001815	NA
ENSMMUG00000001826	NA
ENSMMUG00000001834	NA
ENSMMUG00000001851	NA
ENSMMUG00000001852	NA
ENSMMUG00000001853	NA
ENSMMUG00000001854	NA
ENSMMUG00000001862	NA
ENSMMUG00000001863	NA
ENSMMUG00000001864	NA
ENSMMUG00000001868	NA
ENSMMUG00000001881	NA
ENSMMUG00000001882	NA
ENSMMUG00000001883	NA
ENSMMUG00000001885	NA
ENSMMUG00000001888	NA
ENSMMUG00000001890	NA
ENSMMUG00000001894	NA
ENSMMUG00000001895	NA
ENSMMUG00000001897	NA
ENSMMUG00000001903	NA
ENSMMUG00000001909	NA
ENSMMUG00000001910	NA
ENSMMUG00000001911	NA
ENSMMUG00000001917	NA
ENSMMUG00000001925	NA
ENSMMUG00000001931	NA
ENSMMUG00000001934	NA
ENSMMUG00000001935	NA
ENSMMUG00000001940	NA
ENSMMUG00000001947	NA
ENSMMUG00000001950	NA
ENSMMUG00000001951	NA
ENSMMUG00000001954	NA
ENSMMUG00000001957	NA
ENSMMUG00000001958	NA
ENSMMUG00000001965	NA
ENSMMUG00000001966	NA
ENSMMUG00000001967	NA
ENSMMUG00000001968	NA
ENSMMUG00000001969	NA
ENSMMUG00000001970	NA
ENSMMUG00000001971	NA
ENSMMUG00000001975	NA
ENSMMUG00000001977	NA
ENSMMUG00000001982	NA
ENSMMUG00000001987	NA
ENSMMUG00000001988	NA
ENSMMUG00000001989	NA
ENSMMUG00000001995	NA
ENSMMUG00000001997	NA
ENSMMUG00000001998	NA
ENSMMUG00000001999	NA
ENSMMUG00000002001	NA
ENSMMUG00000002005	NA
ENSMMUG00000002017	NA
ENSMMUG00000002019	NA
ENSMMUG00000002021	NA
ENSMMUG00000002022	NA
ENSMMUG00000002023	NA
ENSMMUG00000002024	NA
ENSMMUG00000002029	NA
ENSMMUG00000002035	NA
ENSMMUG00000002036	NA
ENSMMUG00000002049	NA
ENSMMUG00000002058	NA
ENSMMUG00000002065	NA
ENSMMUG00000002069	NA
ENSMMUG00000002075	NA
ENSMMUG00000002076	NA
ENSMMUG00000002081	NA
ENSMMUG00000002083	NA
ENSMMUG00000002092	NA
ENSMMUG00000002098	NA
ENSMMUG00000002099	NA
ENSMMUG00000002101	NA
ENSMMUG00000002105	NA
ENSMMUG00000002111	NA
ENSMMUG00000002112	NA
ENSMMUG00000002125	NA
ENSMMUG00000002137	NA
ENSMMUG00000002140	NA
ENSMMUG00000002141	NA
ENSMMUG00000002144	NA
ENSMMUG00000002149	NA
ENSMMUG00000002151	NA
ENSMMUG00000002154	NA
ENSMMUG00000002156	NA
ENSMMUG00000002159	NA
ENSMMUG00000002160	NA
ENSMMUG00000002161	NA
ENSMMUG00000002162	NA
ENSMMUG00000002164	NA
ENSMMUG00000002165	NA
ENSMMUG00000002168	NA
ENSMMUG00000002169	NA
ENSMMUG00000002171	NA
ENSMMUG00000002175	NA
ENSMMUG00000002178	NA
ENSMMUG00000002182	NA
ENSMMUG00000002183	NA
ENSMMUG00000002186	NA
ENSMMUG00000002188	NA
ENSMMUG00000002190	NA
ENSMMUG00000002193	NA
ENSMMUG00000002198	NA
ENSMMUG00000002201	NA
ENSMMUG00000002202	NA
ENSMMUG00000002205	NA
ENSMMUG00000002207	NA
ENSMMUG00000002210	NA
ENSMMUG00000002212	NA
ENSMMUG00000002219	NA
ENSMMUG00000002227	NA
ENSMMUG00000002236	NA
ENSMMUG00000002238	NA
ENSMMUG00000002239	NA
ENSMMUG00000002243	NA
ENSMMUG00000002246	NA
ENSMMUG00000002247	NA
ENSMMUG00000002248	NA
ENSMMUG00000002249	NA
ENSMMUG00000002250	NA
ENSMMUG00000002252	NA
ENSMMUG00000002261	NA
ENSMMUG00000002262	NA
ENSMMUG00000002272	NA
ENSMMUG00000002273	NA
ENSMMUG00000002276	NA
ENSMMUG00000002279	NA
ENSMMUG00000002282	NA
ENSMMUG00000002283	NA
ENSMMUG00000002287	NA
ENSMMUG00000002290	NA
ENSMMUG00000002291	NA
ENSMMUG00000002294	NA
ENSMMUG00000002299	NA
ENSMMUG00000002303	NA
ENSMMUG00000002304	NA
ENSMMUG00000002306	NA
ENSMMUG00000002309	NA
ENSMMUG00000002310	NA
ENSMMUG00000002314	NA
ENSMMUG00000002318	NA
ENSMMUG00000002322	NA
ENSMMUG00000002324	NA
ENSMMUG00000002326	NA
ENSMMUG00000002333	NA
ENSMMUG00000002343	NA
ENSMMUG00000002344	NA
ENSMMUG00000002346	NA
ENSMMUG00000002347	NA
ENSMMUG00000002349	NA
ENSMMUG00000002350	NA
ENSMMUG00000002352	NA
ENSMMUG00000002353	NA
ENSMMUG00000002360	NA
ENSMMUG00000002363	NA
ENSMMUG00000002371	NA
ENSMMUG00000002380	NA
ENSMMUG00000002385	NA
ENSMMUG00000002386	NA
ENSMMUG00000002393	NA
ENSMMUG00000002395	NA
ENSMMUG00000002398	NA
ENSMMUG00000002402	NA
ENSMMUG00000002411	NA
ENSMMUG00000002413	NA
ENSMMUG00000002417	NA
ENSMMUG00000002420	NA
ENSMMUG00000002422	NA
ENSMMUG00000002425	NA
ENSMMUG00000002426	NA
ENSMMUG00000002432	NA
ENSMMUG00000002433	NA
ENSMMUG00000002434	NA
ENSMMUG00000002439	NA
ENSMMUG00000002442	NA
ENSMMUG00000002443	NA
ENSMMUG00000002444	NA
ENSMMUG00000002445	NA
ENSMMUG00000002447	NA
ENSMMUG00000002448	NA
ENSMMUG00000002449	NA
ENSMMUG00000002454	NA
ENSMMUG00000002460	NA
ENSMMUG00000002465	NA
ENSMMUG00000002466	NA
ENSMMUG00000002467	NA
ENSMMUG00000002470	NA
ENSMMUG00000002471	NA
ENSMMUG00000002472	NA
ENSMMUG00000002477	NA
ENSMMUG00000002482	NA
ENSMMUG00000002485	NA
ENSMMUG00000002486	NA
ENSMMUG00000002487	NA
ENSMMUG00000002489	NA
ENSMMUG00000002490	NA
ENSMMUG00000002491	NA
ENSMMUG00000002496	NA
ENSMMUG00000002500	NA
ENSMMUG00000002502	NA
ENSMMUG00000002505	NA
ENSMMUG00000002507	NA
ENSMMUG00000002511	NA
ENSMMUG00000002514	NA
ENSMMUG00000002515	NA
ENSMMUG00000002518	NA
ENSMMUG00000002520	NA
ENSMMUG00000002526	NA
ENSMMUG00000002527	NA
ENSMMUG00000002531	NA
ENSMMUG00000002532	NA
ENSMMUG00000002534	NA
ENSMMUG00000002535	NA
ENSMMUG00000002538	NA
ENSMMUG00000002541	NA
ENSMMUG00000002545	NA
ENSMMUG00000002546	NA
ENSMMUG00000002548	NA
ENSMMUG00000002556	NA
ENSMMUG00000002558	NA
ENSMMUG00000002564	NA
ENSMMUG00000002567	NA
ENSMMUG00000002570	NA
ENSMMUG00000002572	NA
ENSMMUG00000002578	NA
ENSMMUG00000002582	NA
ENSMMUG00000002583	NA
ENSMMUG00000002584	NA
ENSMMUG00000002585	NA
ENSMMUG00000002586	NA
ENSMMUG00000002587	NA
ENSMMUG00000002589	NA
ENSMMUG00000002591	NA
ENSMMUG00000002593	NA
ENSMMUG00000002598	NA
ENSMMUG00000002604	NA
ENSMMUG00000002606	NA
ENSMMUG00000002608	NA
ENSMMUG00000002609	NA
ENSMMUG00000002613	NA
ENSMMUG00000002615	NA
ENSMMUG00000002618	NA
ENSMMUG00000002619	NA
ENSMMUG00000002620	NA
ENSMMUG00000002629	NA
ENSMMUG00000002630	NA
ENSMMUG00000002633	NA
ENSMMUG00000002635	NA
ENSMMUG00000002636	NA
ENSMMUG00000002644	NA
ENSMMUG00000002649	NA
ENSMMUG00000002654	NA
ENSMMUG00000002658	NA
ENSMMUG00000002662	NA
ENSMMUG00000002668	NA
ENSMMUG00000002674	NA
ENSMMUG00000002676	NA
ENSMMUG00000002679	NA
ENSMMUG00000002681	NA
ENSMMUG00000002683	NA
ENSMMUG00000002687	NA
